quiz,midterm exam,sleeping time,breakfast,transportation means,last exam
80.9,89.7,7.3,1,0,88.8
91.7,69.8,7.1,0,1,77.9
78.9,74.2,7.6,1,1,75.8
63,86.4,7.2,1,0,77.7
79.4,72,7.6,1,2,77.7
87,80.5,9,1,2,84.7
68.9,76.2,7.4,0,0,75.6
73.7,81.6,6.1,1,0,78.6
75.1,51.4,7.3,0,0,68.5
67.2,58,6.9,1,2,62
81.5,87.4,9.2,0,1,87.5
73.8,92.4,8.9,0,0,84.4
79.2,69.1,7.6,1,2,71
66.1,77.1,6,1,2,69.7
70.6,83.5,6,0,2,76.3
82.2,88.3,7.5,1,0,83.9
71.3,55.7,7.9,0,2,64.9
92.3,69.4,7.1,0,1,82.1
71,76,6.9,0,0,81.6
77.2,88.4,6.8,1,0,83.4
84.3,100,7.5,1,1,90.8
60.8,77.3,4.6,1,0,66
57.4,63.1,6.2,1,1,68
59.7,84.8,6.7,0,0,70.7
87.6,95.9,8.9,1,0,95.2
69.5,81.3,6.5,1,0,72.8
100,69.1,7.7,0,0,87.7
69.4,91.5,7.8,1,0,88.4
76.8,88,9.1,1,2,87.6
90.4,67.7,9,1,0,81.5
95.1,84.6,7.4,1,1,92.5
95.6,92,6.9,1,2,84.9
87.1,94.2,6.7,1,0,91.1
85.2,79.2,7.2,1,0,85.8
80.9,75.7,7,0,2,75.5
82.8,94.7,8.2,1,0,93.9
69.5,65.5,8,0,0,72
66.8,85.3,8.2,0,1,72.4
75,63.6,9,1,0,80
73.3,92.8,9.7,1,0,91.2
70.5,76.9,7.6,1,2,72.5
82,95.2,8.8,1,2,84.8
84.6,85.9,7.1,0,0,89
75.9,65.3,8.9,1,1,82
89.8,97.1,8.8,0,2,92.4
63.6,98.6,8.7,1,2,81.3
73.1,90.6,7.6,1,0,78.1
67.8,70.9,6.7,0,1,72.2
56.3,76.3,5.8,1,0,70.8
74.2,81.7,7.5,1,2,77.1
73.8,71.6,9.3,1,0,85.2
90.1,100,7.1,1,2,93.9
81.3,81.7,8.4,0,0,84.6
64.8,47.6,8.5,0,0,64.1
93.5,84.1,7.2,0,1,86.5
87.2,75.8,9.1,0,0,87.4
80.8,79.1,4,1,0,74.4
72.7,75.6,6,1,2,73.7
65.4,89.7,6.4,1,2,73.1
71.3,93.4,6.5,1,0,87.9
85.9,83.4,7.9,1,0,90.1
93.8,75.9,7.8,1,1,85.5
90.4,79.5,8,1,2,85.2
70.1,80.2,8.2,1,0,79
63.8,70.4,6.4,1,1,74.9
76.4,86.9,6,0,2,80.3
57.3,85.5,8,1,0,80.2
78.2,98.5,6.7,0,0,90.8
73.5,95.1,5.6,1,0,84.1
70.3,71.8,8.7,1,1,80.5
59.1,89.8,9.2,0,0,83.6
80.1,68.6,9.4,1,0,83.2
69.7,88.4,7.7,1,1,82.9
63.3,73.8,8.3,1,0,79.1
46.3,67.7,9.1,1,2,66.8
74.7,83.4,6.7,0,0,76.4
92.7,47.9,8.8,1,2,68.4
91.6,59,7.8,1,0,80.4
70.4,77.9,8.6,0,0,72.2
69,81,7.7,1,2,73.5
79.7,75.6,9.1,1,2,78.6
65,61,7.8,0,2,62.3
78,70.2,5.7,1,2,74.2
82.7,84.7,9.2,0,2,86.5
87.3,87,6.4,1,2,85
74,79.8,9,1,2,82.4
73,93.9,7.4,0,2,81.5
66.2,84.8,8.9,1,2,71.7
66.7,71,8.9,0,2,70.9
72.7,76.6,8,1,0,75.4
78.7,63.2,8.1,1,0,79.5
84.1,78.7,8,1,0,79.9
67,93.3,5.1,0,1,74.8
89.9,88.2,7.6,1,2,89.2
72.3,96.8,6.2,1,2,77.6
74.8,76.4,7.7,1,0,83.8
67.5,96.2,6.1,1,0,84.2
50.8,77.7,6.1,0,1,65.7
83.8,97.7,9.4,1,1,97.5
82.4,79.7,8.8,1,0,86.3
72.2,88.5,7.5,1,2,80.7
75.7,97.7,7.7,1,0,89.8
80.2,77.7,7.2,1,0,82.5
59.4,82.6,8.2,0,2,69.1
69.7,95.5,6.7,0,2,73.7
82.9,78.4,8.7,0,2,78.9
62.5,64.1,7.2,0,0,65.9
77.9,100,7,1,0,88
61.4,74.4,7.5,1,0,76.9
79.7,81.9,6.8,1,0,79.7
74.6,93.9,7.9,1,2,83.7
58.8,72.7,6.9,1,0,74.8
86.6,67.9,8.1,1,0,85.7
67.7,83,9,1,0,86.8
66.9,58.5,6.6,1,2,62.7
77,76.5,7.3,1,2,79.5
86.5,82.9,8.1,0,2,78.7
64.8,76.8,7,0,0,71.8
75.6,61.5,8.1,1,0,75.4
79.3,99.1,8.2,1,0,91
81.9,81.2,8.8,1,0,86.8
76.8,97.2,6.8,1,0,86.6
71.3,76.9,6.4,1,0,74.1
66.7,69.4,7.1,1,2,72.3
75.9,83.2,6.3,1,1,79.8
64.3,77.4,8.2,1,0,78.6
45.8,65.9,6.1,0,1,58.4
79.4,97.6,10,1,0,96
84,72.5,9.1,0,2,79
51.4,57.9,7.5,1,2,58.8
64.9,95.9,8.5,1,1,89.7
81.2,73.9,5.5,1,0,80.4
95.6,72.7,10,1,0,92.4
75.2,58.8,6.8,1,0,70.9
67.7,100,7.4,1,0,86.4
73.2,64.5,5.3,1,1,70.9
88.7,80.7,8.1,1,2,89.4
68.5,91,6.2,1,2,73
67,85.1,7.6,1,2,79.1
70.2,79.3,6.8,0,1,77.9
65.5,59.6,6.2,0,0,60
76.2,70.3,6.5,1,0,76.1
91.2,82.3,7.8,1,1,85.7
78.2,70.6,6,1,0,77.7
72.5,82.4,6.6,1,0,79.1
72.1,88.2,8.3,1,0,85.3
59.4,91.6,10,1,2,80.1
83.8,65.3,8.1,1,2,79
74.2,100,6.4,1,0,88.2
73.2,89.2,7.1,1,2,80.8
100,80,7.5,1,2,88.5
78,93.1,7.1,0,1,85.3
67.5,100,8.6,0,2,81.4
70.7,62.7,7.8,1,2,75
86.5,77.3,8.6,1,2,80
76.1,51.5,7.1,1,0,65.1
60.6,82.3,9.1,1,0,74.9
84.2,84.4,7.3,1,0,80.8
68.3,79.5,6.3,1,0,78.8
93.7,72.1,10,1,0,93
85.8,55.4,5.3,0,0,72.7
70.5,84.5,6.6,0,0,74.1
87.8,97.5,6.7,1,0,94.8
75.7,72.9,10,1,0,84.6
83.5,85.3,9.7,1,2,88.4
79.8,61.2,9.3,1,1,80.9
66.5,85.5,7.1,1,2,73.7
68.6,75.3,10,1,0,90.3
85.3,70.9,7.9,1,0,87.3
71.7,70.9,8.7,1,0,77.8
71,75.3,7.7,0,0,72.7
65.4,84.6,7.4,1,2,75.6
79.2,64.3,7.2,1,0,77.3
95.6,75.2,7.2,1,2,87
64.3,79.5,8.2,1,2,71.5
75.2,66.8,7.9,1,0,78.6
89.1,100,7.5,1,2,87
74.2,69.8,9.3,1,0,82.5
79.5,72,4,1,0,73.3
64.4,68.3,8.1,0,2,73.1
79.3,100,8.4,1,1,87.8
73.1,86.6,8.9,1,1,89.8
84.9,68.8,7.4,1,1,75.2
86.9,93.3,7.7,1,0,88.6
100,82.4,8.7,0,0,87.3
80.8,83.1,9.3,1,0,89.9
78.3,75.9,7.1,1,0,77.4
76.9,71,7.8,0,0,72.8
71.5,84.1,9.5,0,2,79.8
78.4,73.5,5,0,2,70
72,100,6.7,1,1,86.3
76.7,64.8,9.3,0,1,75.6
88.2,98.4,8.8,0,0,99.8
64.9,78.7,8.1,0,1,75.1
86.4,83.6,7,1,0,89.3
88.2,90,6.4,1,0,89.6
73.8,72.4,6.8,1,2,69.8
53.8,90.4,9.4,1,0,83
68.9,47.5,6.7,0,1,59.1
88,71.4,7.6,1,2,79.7
74.8,68.9,6.6,1,1,75.6
65,65,8.5,0,1,64.2
70,77.4,6.9,1,2,68.8
83.4,84.6,7.4,0,0,86.7
80.5,88.4,5.5,0,0,78.5
72.6,82.9,5.6,1,0,76.5
71.3,72,7.5,1,0,77.9
71.1,84.4,5.9,0,1,73.9
65.8,81.5,10,1,0,85.2
91.2,91.2,5,1,1,86.9
71.8,89.3,6.5,1,2,79.1
87.2,80.4,7.5,1,0,84.9
90.2,69.2,7.1,1,0,83.5
85,72.2,6.2,1,0,83.5
70.7,73.4,6.4,1,0,73.6
79,76.2,6.3,0,2,75.5
74.8,83.2,7.2,1,0,82.3
66,88.6,9.8,1,2,84.7
78.2,79.4,7.6,0,0,80.6
63.2,80.2,8.9,1,2,76.1
86.9,81.7,8.1,0,1,85.7
70.4,73.8,8.8,1,0,84
77,68.9,4.1,0,0,69.4
77.8,58.9,7.1,1,2,71.4
72.4,71.7,9.1,0,1,75.7
80.9,85.7,6.8,0,0,87
70.3,71.6,9.6,1,0,82.9
83.7,77.1,9.3,1,0,88.1
61.5,85.6,6.9,1,0,77.4
76.3,86.2,6.9,0,0,83.7
94.4,67,6.3,1,0,80.3
65,92,6.7,1,2,71.9
68.2,93.5,6,1,0,82
80.1,66.4,8,1,0,83.2
76.8,70.1,5.8,1,0,80
78.5,94.3,8.2,1,1,89.2
79.9,78.2,8.3,1,0,84.9
81.3,53.4,5.5,1,1,70.5
86.1,63.2,9.4,1,2,78.6
79.1,77,8.1,1,0,85.2
72.6,66,8.4,1,0,77
81.7,75,6.6,0,2,76.9
94,80.4,8.2,1,2,89.4
73.7,97.5,8.9,1,2,89.6
65.3,76.5,7.4,1,2,71.9
86.1,92.9,9.9,1,2,98.2
73.8,97.1,7.6,1,0,89.9
53.3,97.2,8.9,1,1,82.7
83.5,83.4,7.9,1,2,81.2
69.6,56.4,8.2,1,0,71.5
74.1,85.5,5.5,1,2,76.2
78.3,92.6,7.9,1,2,82.9
76.9,79,6.6,1,0,79.7
82.1,100,6.5,1,0,90.3
70.6,90.3,9.6,1,0,88.7
80.1,86.8,7.2,1,0,81
72.4,93,6.3,0,0,80.4
82.4,84,7.1,1,0,84.6
81.2,50.1,5.9,1,0,69.3
65.6,74,9.2,0,0,79.4
85.9,94.4,6.7,1,1,95.6
69.6,70.3,8.1,0,0,76.3
83.1,77.3,9.1,1,0,83.7
78.7,67.5,6.9,1,0,76.2
93.4,100,8.1,1,2,96.4
72.8,100,6.3,1,0,88.1
71.5,69.4,10,1,0,84.3
74.8,81.8,8.6,1,0,84.6
72,71.8,7.3,0,1,72
83,87.4,6.6,0,2,84.6
58.8,86.1,7.4,1,0,77.9
64.5,89.7,7.1,1,0,77.8
64.3,84,9.8,0,0,85.4
84.5,100,6,1,0,86.4
92.1,67.7,7.7,1,2,69.7
74,59.5,7.5,1,0,75.6
73.3,75.3,7.4,1,2,77.9
75.7,61.2,7.4,1,0,75.7
86.6,62.1,7.4,1,2,71.3
65.7,68,8.5,1,0,75.4
77.4,68.9,8.2,1,0,79.2
84.8,68.5,8,1,2,76.7
80,86.2,4,0,0,80.7
76.9,73.9,7.9,0,2,70.9
85,77.8,5.5,0,1,78.1
48,90.7,8.3,1,0,80.6
81.8,70.8,9.3,1,1,84.7
68.5,76.8,6.4,1,0,79.6
56.7,84.4,7.2,1,0,77.5
80.1,56.7,6.8,1,2,70.6
88.7,51.4,9,1,2,76.1
73.6,84.2,7.6,1,0,85.2
84.5,85.9,9.6,0,2,84.2
91.1,100,8,1,1,92.5
88.1,81.9,7.8,1,0,91.5
91.4,89.8,7.6,1,1,95.1
82.4,77.7,8.5,1,2,82.7
75.8,83.6,5.4,0,1,73.9
59,100,7.6,1,0,79.1
72.5,54.5,7.4,1,2,66.9
66.6,85,8.4,0,0,75.3
96.7,100,7.3,1,1,92.8
73.2,83.4,6.3,1,2,76.1
76.2,99.8,7.5,1,0,88.1
80.5,72.4,6.2,1,0,79.6
75.4,79.6,5.2,1,1,75.9
92,80.4,8.4,0,2,81.9
68.8,53.4,8.2,1,0,65.1
76.9,66,8.1,1,0,75.7
67.6,66.8,9.1,1,1,73.4
61.8,89.9,6.7,0,0,72.4
68.9,90.5,5.8,1,0,79.3
74.6,83.9,7.4,1,1,78.8
70.7,89.9,7.1,1,0,82.9
68.1,78,6.5,0,0,74.1
60.9,94.4,7.4,0,0,76.5
74.2,80.1,6.8,0,1,77.5
60,80.7,5.3,1,0,67.8
82.6,76.8,7,0,2,72.4
75.8,88.2,6.1,1,1,81.5
60.4,74.9,7.8,1,0,76.8
71.9,91.7,6.7,1,1,85.5
67.5,66.4,8.8,1,0,81.1
78.2,66.8,9.4,1,2,76.7
88.4,88.2,8.3,1,0,91.9
56.2,78.9,5.6,1,2,63.3
76.2,74.6,9.3,0,0,77.1
73.4,90.7,9.4,0,0,87.1
81.7,72.7,7.5,1,1,78.5
77.1,77.6,9.1,1,0,88.8
67.5,96.8,6.8,0,1,76
71.8,98.5,5.3,1,0,85.1
67,98.9,6.6,1,0,81.5
85.8,76.6,9.6,0,1,82.6
75.2,94.8,5.7,1,0,86
94,68.6,7.5,0,1,79
74.4,69.1,7.5,1,0,75.9
67.9,51.8,6.9,1,0,64.2
59.9,100,7,1,2,84.2
57,69.6,7.6,1,0,69
59.2,78.5,6.8,1,0,73.9
77.7,69.1,5.8,1,2,70.7
80.1,88.3,7.8,1,0,88.6
59.2,75.5,8.8,1,0,74.6
84,64.3,8.5,1,1,79.8
70.2,85.3,6.5,1,1,80.4
76.5,62.8,6,1,0,70.1
91.1,70,7.2,0,2,80
84,54.7,9.4,0,2,75.8
72.3,62.9,8.3,1,2,73.5
66.1,82.1,8.3,0,0,78.2
53.5,56.4,8.6,1,1,56.1
67.8,62.2,8,1,0,74.3
72.9,80,7.6,1,2,76.3
65.1,73.5,8.3,1,1,75.3
73.7,100,6.8,1,2,78.5
75.8,100,5.8,1,1,87.4
72.8,69.6,8.4,0,0,71.3
68.5,86.7,9,1,0,85.4
76.7,89,6.2,0,1,82.3
79.4,72.8,8.5,1,0,81.5
64.1,62.1,9.5,1,2,74.1
89.1,79.9,7.5,1,0,85.3
74,77.9,6.5,1,2,76.6
75.2,74.8,7.6,0,2,69.4
82.1,85.3,6.8,1,0,88.7
77.3,71,6.8,0,0,77.5
84.5,66.2,8,1,2,78.7
77.9,81.3,5.6,1,0,78.6
68.9,84.6,5.8,1,2,69.7
78.6,65.9,7.5,1,2,72.7
63.6,91.1,7.5,1,0,85.2
76.1,58.8,7.9,0,2,68.2
74.7,73.1,9.8,1,0,78.9
72.9,76.9,7.6,1,0,76.8
73.7,72.4,8.2,1,0,83.6
56.2,73.2,6.3,1,2,66.9
69.5,100,8.4,1,1,84.9
75.9,69.8,6.9,1,0,71.7
76.6,100,7.6,0,0,85.9
64.7,85.2,7.4,1,0,74.2
87.7,81.1,8.7,1,2,85.5
66.3,85.7,5.9,1,0,85
84.7,100,4.8,1,2,79.6
79.3,68.1,7.2,1,0,77.9
68.5,66.6,8.1,0,1,75.1
92.8,70.9,7.7,1,2,84.1
63.1,80.4,9,0,1,75.9
84.2,59.3,8,1,0,78
85,80.3,6.8,1,2,77.3
68.3,100,4.7,1,2,76.9
88.9,81.8,7.2,1,2,84.5
72.5,76.5,8.7,0,0,82.4
77.9,72.6,7,1,1,76.4
77.6,90.8,7.5,0,0,83.9
73.7,70.1,8,0,0,72.7
83.1,100,6.3,1,0,91.5
82.9,100,8.2,0,2,90
57.5,83.1,9.5,1,2,78.1
88,79.9,7.3,1,0,83.2
58.4,92.4,6.1,1,0,78
85.3,93.1,7.4,1,2,85.2
86.3,70.3,4.8,1,0,80.3
64.1,73.7,7.9,1,1,74.4
70.9,64.1,8,1,1,69.5
63.9,84.9,9.5,0,0,79.9
72.9,88,7.3,1,0,85.2
71.9,63.8,8,1,1,75
82.8,74.5,6.5,1,0,79.3
88.1,63.8,7.1,0,0,75.2
89,69.2,5.7,0,0,73.6
69.4,86.6,7.3,1,0,80.7
72.9,71.2,7.1,1,1,73.3
58.2,76.4,7.9,1,2,73.5
66.9,60.5,6.8,1,1,65.8
84.6,82.2,7.6,1,0,87.3
91.2,79.5,7.1,1,0,87.6
62.7,71.3,7.1,0,1,71.6
69.1,77.7,7.6,1,1,81.2
74.7,82.2,7.5,0,2,77.9
77.8,70.2,8.4,1,0,82.1
66.9,62.3,7.4,1,2,64.2
79.2,100,7.1,1,0,87.6
70.3,72.4,7.3,1,2,70.1
74.9,78.8,6.6,0,2,75
80.5,92.1,7.1,1,2,84.4
75.1,100,9.9,1,2,93.5
70.6,65.1,6.4,1,2,71.1
73.9,85.4,7.2,1,0,80.9
74.1,71.5,7,1,0,77.4
71.3,73.5,7.2,0,2,70.3
72.4,71.4,7.1,1,0,75.7
91,66.5,7.8,0,0,79.1
80.6,79.5,5.4,1,0,83.5
72,62.3,8.7,1,0,76.4
82,91.4,8.3,1,1,89.9
71.7,80.7,6,1,0,75.5
86.7,85.1,4.8,0,2,78.3
78.7,74.4,6.3,1,2,71.9
73.9,75.6,7.2,0,0,77.6
79.5,83.5,10,0,1,87.6
59.3,66,8.2,1,0,70.2
63.7,75.7,5.3,0,1,68.4
63.1,69.7,6.7,0,0,69
76.4,69.3,7.4,1,0,78.1
92.3,54.7,7.8,1,0,79.5
97.3,96.1,5.9,0,0,91.4
81.4,71.8,7.3,1,1,80.3
80,94,6.6,1,0,88
57,92.8,6.2,1,2,70
69.6,64.6,7.8,1,0,73.8
67.1,66.9,8.4,1,1,75.3
68.8,100,8.5,1,2,85.8
73.3,100,8.2,1,0,93.6
70.3,79.6,6.9,0,0,77.6
55.2,83.1,8.4,1,2,70.4
82.5,72.4,7.9,1,0,82.2
64.3,85.2,7.7,1,0,79.2
77.4,71.4,6.8,0,2,71
95.7,55.6,6.9,1,1,78.3
65.8,64.1,7.6,1,1,73
49.7,80.3,10,1,2,73.5
72.1,66.4,7.9,1,2,75.8
86,79.2,6.8,1,1,84.3
94.6,67.1,6.5,0,2,73.2
62.7,70.6,6.9,1,0,70.7
80,90.2,10,1,1,93.9
70.3,83,7,0,0,72.5
73.9,79.9,8.6,1,0,79.7
100,90.5,7,1,2,91.3
60,85.8,7.8,1,0,81.8
77.5,97.4,8.5,1,0,95.8
79.7,74.5,6.8,0,0,76.6
85.9,74.8,6.7,0,2,78.9
76,64.4,9.5,0,1,76.3
78.1,74.9,8.7,1,0,78.9
71.1,91.6,8.4,1,0,86.9
77.7,95.6,8.4,1,0,89.3
71.6,91.5,8.1,1,2,85.1
81.2,58.5,9.9,0,2,73.6
71.3,93,7.6,0,0,79
78.8,57.9,8.2,1,0,71.6
74.7,90.8,5.8,0,2,75.6
86.3,75.6,6.5,0,2,68.5
74.5,88.4,6.1,1,0,80.7
57.3,64,9,1,0,72.3
87.6,94.1,4.4,1,0,83.4
65.9,62.4,7,1,1,72.4
68.5,72,4,1,1,71.7
69,68,6.5,1,2,65.8
88.7,58.9,6.9,0,1,73
53.6,81.1,9.2,1,2,76.2
100,100,8,0,1,96.9
85.6,100,6.5,0,0,85
77.2,81.2,8.8,0,0,82.5
74.5,93.4,7.5,1,2,80.6
77.9,82.8,7.5,1,2,83.7
80.2,86,6.1,1,0,85.4
81.5,75.9,6.3,1,0,79.6
80.6,82.3,6.5,1,0,83.6
75.9,86.4,7.6,1,0,81.1
73,73.1,7.6,1,0,76.4
73.5,79.1,9.4,1,2,85.4
73.1,79.3,8,1,1,81
86.3,89.9,4.3,1,2,82.8
80.9,67.2,7.8,1,1,79.6
45.6,79.4,5.8,0,1,66.5
81.6,100,6.3,1,0,84.3
76.9,94,6.5,1,0,85.9
74.8,96.2,6.7,1,0,91.7
71.1,80.3,5.8,1,1,79.1
86.2,83.9,7.7,1,0,92.5
84.5,92,5.8,1,2,83.2
67.3,98.7,7.9,1,0,85.6
79.1,56.6,10,1,1,75.2
65.3,64.2,5.9,1,0,65.3
61.2,95.7,7.2,1,1,83.5
68.7,76.7,4.5,0,0,70.6
83.6,71.9,7.1,1,0,81.3
84.5,65,8.3,0,2,75.9
80.1,73.3,8.4,1,1,82.5
82.3,63.2,7.6,0,2,74.2
80.2,100,8.6,1,1,96.1
68.6,79.7,10,0,2,74.1
79.3,79.3,9.6,0,2,81.4
83,87.1,6.9,1,0,81.8
82.5,91.5,5.8,1,0,86.6
86.9,91.4,7,0,0,89.1
82.1,92.9,6.4,1,1,82.8
78.5,72.4,8,1,1,79.2
85.7,76.4,6.1,0,2,75
74.7,89.2,7.4,1,0,86.1
66.2,73.7,8.5,1,0,77.1
73.4,79.9,7.4,1,1,76.6
67.6,84.8,6.4,1,0,78.5
68.2,89.4,8.9,1,1,79.9
73.6,58.7,5.2,0,0,64.7
67.1,88.6,7.1,1,0,80.2
71.9,77.2,7.5,0,1,75.1
56.1,88.5,7.5,1,0,76.2
77.1,89.3,7.7,0,0,79.5
75,99.3,8.2,1,1,89.1
66.8,96.2,7.5,1,2,83.9
81.6,96.2,7.1,1,2,90
84.4,97.3,7,1,2,95
58.9,83.5,6.8,1,0,80.6
67.4,80.4,8.4,1,0,77.4
67.3,90.5,6.7,1,0,80.3
65.6,88.8,8.5,0,0,80.7
83.3,76.3,7.5,0,0,80.6
73.1,84.9,6.9,1,2,78.1
72.4,79.6,8.2,1,0,89.5
55,69.8,6.6,0,2,57.9
81.4,95.5,8.3,0,0,87.1
62.6,80.7,7.8,0,0,79.7
75.6,100,6.8,1,0,87
77.8,60.5,8.1,1,1,76.8
88.6,73.3,8.2,1,0,89.2
61.9,80.4,8.9,0,2,74.2
44.8,93.6,8.7,0,2,71.3
76.8,84.8,8.1,1,0,88.6
93,83.7,6.1,1,2,81.3
87.4,66.5,10,1,1,84.1
77.1,66.1,5.8,0,2,68.5
70.1,83.9,8.6,1,0,77.7
83.1,63.6,8,1,2,80
65.3,73.6,6.1,1,2,69.6
79.8,86,7.4,1,0,86.5
80.1,68.2,7.4,0,0,71.2
85.6,99.3,9.1,1,0,93.2
100,94.7,6.6,1,0,95
78.9,61.1,7.2,1,0,77.8
69.9,68.8,4.7,1,0,63.7
74.7,52.6,9.6,0,0,74.5
57.3,70.6,6.2,1,1,66.5
68.1,89.2,7.9,1,2,79
70.9,75,7.4,1,1,77.9
69.8,85.5,7.4,0,2,75.7
76.5,61.7,8.5,0,0,72.1
66.8,89.6,9.5,0,0,85.4
86.2,73.3,7.8,0,1,73.5
75,80.1,8.3,1,0,82.3
74.9,78.9,7.9,0,0,79.8
71.7,64.7,8.7,1,0,76
76.6,66.2,6.9,0,0,67.5
83.3,91.6,8.8,1,0,94.8
66.3,84.8,8.8,1,0,79.4
68.4,92.6,8.8,1,0,86.8
72,83.9,6.7,1,2,77.2
61.5,81.7,7.3,1,0,77
66.8,59.3,7.8,1,2,70.5
70.2,76.8,5.9,1,2,71.3
83.7,79.7,9.4,1,2,86.5
77.6,100,7.5,1,0,90.9
76.9,88.2,7.8,0,2,81.6
83.5,98.4,6.8,1,0,95.6
73.6,87.2,5.9,0,0,78.5
78.9,71.5,6.8,1,2,77
74,81.4,7.8,1,0,87
77.7,82.8,8.3,1,0,89.9
69.2,68.7,7.7,1,0,74.4
50.6,75.4,7.9,1,0,74.3
73.7,77.5,7.1,1,0,80.4
89.2,99.3,8.1,1,1,98.9
84.3,55,9.3,1,0,81
84.7,94.5,8.3,1,0,94.2
87.4,68.8,8.5,1,2,81.7
75.9,63.5,7.9,0,2,70.2
77,94.2,5.7,1,1,84.7
68.8,88.8,6.2,1,1,79.1
71.8,95.1,8,1,2,83.1
81.2,89.6,7.5,1,1,92.6
87,100,8,1,0,97.3
73.6,86.7,9.5,1,2,82.4
70.5,78.1,8.4,1,1,79.4
75,84.1,9,0,2,82.8
81,94.9,7.6,0,1,84.4
60.6,70.6,6.5,0,0,63.1
52,72.2,7.4,0,0,62.3
69.5,76.3,6.5,0,1,67.2
62.8,54.7,9.4,0,0,63.9
69.9,81.7,8.4,0,2,72
73.5,57.4,8.1,1,0,77.8
70.5,80.6,9,0,2,76.3
89.5,90.4,5.1,1,1,85
78.3,74.3,8.2,1,0,78.1
78,100,5.9,1,0,87.6
81.2,62.5,7.5,1,0,72.2
63.6,94.3,7.1,1,1,80.3
85.4,88.1,8.3,1,2,93.2
74.2,59.4,7.8,0,0,73
81.7,100,9.1,1,0,95.3
64.3,79.2,6.8,1,1,77.1
59.5,69.5,8.4,1,1,70.7
83.2,63.1,7.7,1,0,76.5
78.8,77.4,5.5,1,0,83.6
66,78.5,6.4,0,2,65.1
66.3,81.2,7.3,0,2,70.6
86.3,76.4,8.8,1,1,87.7
63.1,87.6,8.1,1,0,78.6
91.4,75.3,6.1,0,2,78.9
66,56.8,7.3,1,2,63.9
81.4,78.2,9.9,0,1,86.7
71.7,51.6,7.6,1,0,71.3
81,84.2,7.1,1,0,84.6
69.6,68.2,8.1,1,0,81.4
73.4,82,8.4,0,1,78
75.4,95.8,7,1,0,91.4
65,68.6,8.1,1,0,78.2
82.4,92.7,7.1,0,2,87.6
69.9,74.8,8.4,0,0,77.1
72.7,100,7.7,1,0,87.1
65.1,75.6,8.1,1,0,83.7
49.4,69.9,6.6,0,2,57.9
73.1,88.2,6.5,1,2,76.1
99.1,74.8,8.6,1,1,90.3
82.8,69.9,7.4,0,1,74
74.8,74.3,7.8,1,0,81.9
72.4,79.5,7.1,0,2,71.2
75.2,96.1,8.6,0,0,86.8
80.5,56.8,6.8,0,0,73.3
63.2,80.3,7.3,1,0,78.9
86.1,87.5,8.4,1,0,91.4
82.2,82.3,8.9,0,0,86.1
82.2,95.7,6.9,1,0,89.9
79.4,79.1,9.9,1,2,82.8
75.2,77.8,7.9,0,0,78.9
81.7,87.1,6.2,1,2,82.5
80.9,81.2,7.9,1,0,85.4
71.5,75.3,7,1,0,79
69.3,86.2,8,1,0,80.7
76,72.2,7.4,1,0,77.4
90.5,72.7,7.6,1,0,83.2
62.6,73.7,6.4,0,2,63.6
60.3,96.2,8.7,1,2,84.9
76.6,41.3,6.1,1,0,66.6
75.5,84.7,6.2,0,0,75.2
76.7,80.4,7.9,1,1,84.1
77.4,59.8,9.4,1,0,77.6
72.8,83.7,7.1,1,0,79.7
89.9,85.7,8.3,0,2,80.5
59,87.1,8.8,1,2,79.9
66.7,48.2,8.5,1,2,59.8
74,96.4,7.1,0,2,80.2
58.6,71.1,6.2,0,0,63.4
73.2,88.2,4.9,1,0,81.6
91.6,88.9,7.2,0,0,87.6
75.2,69.5,8.9,0,2,73.3
77.3,87.9,6.2,1,1,82.1
62.4,75.4,8.3,1,0,77.7
68.8,55.1,6.4,1,0,67.4
71.2,94,7.6,1,0,86.2
71.8,70.7,8.3,1,0,77.2
87.8,69.7,6.7,1,0,76.7
80.6,75.2,7.7,0,2,72.3
63.9,83.3,7,1,1,79
77.5,79.3,8.3,1,0,83.5
80,86.6,7.8,1,0,85.2
86.4,63.9,7.6,1,0,76
90.8,71.1,9.4,0,0,80.3
64.8,78.6,8.3,1,0,76.9
66.9,100,6.7,1,2,83.8
62.4,78.6,7.4,1,0,74.5
72.7,93,7.4,1,1,86.3
79.7,80.5,7.6,0,2,75.4
84.9,74.2,10,0,2,83.5
74.2,77,7.9,0,0,77.3
71.8,78,5.1,1,2,67.3
76.5,87.2,6.8,0,0,80.4
66.6,96.5,5.2,1,0,86.1
95.9,84.3,7.1,1,0,96.7
58.9,94.2,5.1,1,1,77
76.8,68.4,6.5,0,0,72.6
95.2,75,5.7,1,0,85.4
75.1,71.3,8,1,0,80.4
73.1,83.8,7.5,1,0,82.6
71.4,75.7,7.9,1,0,80.9
73.2,88.8,7.4,0,0,82.2
88.7,68.8,5.8,0,2,71.7
52.9,80.5,8.1,1,0,71
90.3,88.2,9.8,1,2,90.7
60.8,55.2,8,0,2,62.8
72.3,100,7,1,0,87.8
70.7,76.6,5.8,1,2,72.4
80.9,55.7,6.4,1,2,67.6
59,81.9,8,0,2,67.3
79.6,80.4,8.8,1,2,81.9
95.2,79,7.8,0,2,80.3
61.4,91.9,8.5,0,0,77
76.9,89,8.3,1,2,87.7
68.4,83.6,8.1,0,0,77.7
79.3,85.4,6.7,1,2,78.1
